customer_id,avg_transaction_value
C3929,2145.0891666666666
C2744,2486.334705882353
C1130,2334.4395238095235
C4973,2819.846315789474
C6198,2221.4357142857143
C2570,1811.2806249999999
C2899,1966.5745454545458
C4362,2440.520625
C5781,1901.3711764705886
C2779,2645.717777777778
C8661,2144.3863636363635
C3829,2131.041
C4330,2358.2670000000003
C6606,3647.5514285714285
C1709,2629.4858333333336
C1665,1667.8282352941176
C1917,2390.5325000000003
C2954,2492.5723076923077
C8666,2316.2670000000003
C9602,3307.8683333333333
C8817,2801.22
C5607,2341.3558333333335
C1189,1968.5255555555555
C3124,2132.7785714285715
C5017,2908.9280000000003
C5988,3913.592857142857
C1194,1650.472142857143
C2539,2431.09
C1586,2584.0136363636366
C4592,3979.7990909090904
C8675,2261.5872727272726
C2218,2667.0299999999997
C6975,3116.218181818182
C7826,2826.4249999999993
C1814,1427.9045454545455
C6924,2412.1846666666665
C9393,2010.86125
C4598,2997.6324999999997
C3457,1807.0666666666666
C8228,3321.487142857143
C8075,2683.2381818181816
C9229,3370.4276923076927
C9084,2328.4536842105263
C1212,2182.8125
C1852,2487.84
C4050,2125.157
C4105,2467.1115384615387
C6754,3366.4833333333336
C2006,2685.0935
C7977,2440.985
C7228,2826.995714285714
C9388,2281.703571428571
C3202,1670.328125
C7164,2069.1875
C4364,2571.978
C5872,3073.24
C2743,2227.9659999999994
C4166,2507.1215789473686
C7479,2708.0930769230763
C6463,2117.8700000000003
C9495,3243.8509090909083
C4909,2664.07875
C7681,2697.555384615385
C1729,2048.3075000000003
C9760,2496.8137500000003
C1096,1673.966923076923
C7777,2738.647368421053
C1358,2634.593571428571
C7511,2385.2650000000003
C1642,1521.425
C5461,2472.807
C6448,2733.378571428572
C6326,1700.112
C3842,2445.55
C1815,2997.013333333334
C5526,3322.563571428572
C8803,2423.790909090909
C1623,3620.993125
C3234,1803.2794117647059
C1520,1451.29
C9171,2196.0276470588237
C5307,2619.934444444444
C5421,2418.4915384615388
C7035,2743.5378947368426
C4054,1633.7888235294117
C8241,3666.845
C8737,3293.1714285714284
C3099,2149.6945454545453
C6165,2089.61
C7345,3036.846
C7333,2431.397857142857
C5418,3843.5099999999998
C5655,2197.3660000000004
C2357,1928.2775
C7054,2636.4271428571424
C3642,1362.337
C2428,2695.8607692307696
C3927,3814.0740000000005
C4942,2731.68
C5323,2452.7766666666666
C9664,3798.632727272727
C5164,2224.315625
C2650,2659.6786666666667
C9008,2444.8066666666664
C2705,3340.428333333333
C1704,1688.266
C2534,2142.8349999999996
C6940,2551.0246666666667
C7990,2401.0330000000004
C1195,2863.62
C5811,2231.069
C6123,2821.765
C5855,2286.7689999999993
C5176,2567.623076923077
C1173,1595.0994444444445
C6087,1691.5933333333332
C8508,987.8583333333332
C6772,2774.075833333334
C6702,2876.463
C8433,2070.4178947368423
C9159,2399.231538461538
C4741,2277.53
C9182,1732.9046666666666
C8845,2109.7225
C3677,2743.540769230769
C8473,2464.574285714286
C5646,2521.215
C8590,2627.733846153846
C2472,2758.700833333333
C9765,3404.27
C2508,2765.4707692307693
C8983,2490.3222222222225
C2342,3016.909090909091
C9534,2681.154705882353
C6951,1841.973076923077
C3553,2790.6773684210525
C7949,1897.153636363636
C1491,2028.2618750000001
C1454,2744.251538461539
C8765,1668.4509999999998
C6900,2225.5891666666666
C6681,2859.8273333333336
C5644,3403.3533333333335
C6762,2720.7761538461536
C6782,2869.836
C7415,2983.2442857142855
C2425,3168.7391666666663
C5857,3377.356363636364
C1649,2993.1036363636363
C6715,3093.5007142857144
C2576,3321.42
C3069,2884.4421428571427
C4708,3328.8643749999997
C2379,1813.1725000000001
C7925,2577.1421428571425
C8300,3973.2721428571426
C4440,3163.8099999999995
C5105,2164.3650000000002
C4171,3013.456153846154
C9706,1591.9375
C3097,2070.89
C7579,2988.993
C8838,2566.072
C2358,2475.094
C6748,2625.753333333333
C3163,2383.3115384615385
C3777,2150.717
C9014,2956.4326666666666
C7132,2301.9846153846156
C9438,2582.721818181818
C7615,2216.004666666667
C2461,2567.411333333334
C1740,2456.423333333333
C3820,2741.0614285714287
C6005,1745.087
C4286,1657.4350000000002
C3590,2093.6181818181817
C4353,3064.126666666667
C5170,2256.1966666666667
C1023,1819.1106666666667
C6016,2830.7776470588237
C6417,2565.6075
C1947,2690.2725
C8879,3385.5485714285714
C3001,2683.907391304348
C2836,2116.585555555556
C1396,1981.5449999999998
C9817,2516.780909090909
C6002,2634.5337500000005
C1943,2994.616666666667
C6943,3112.273333333333
C9130,2227.2273333333337
C1498,3471.345714285714
C7123,1719.0754545454545
C9780,2558.395
C5282,2922.8228571428567
C6512,2062.94
C2766,1930.4378571428572
C5411,3173.4825
C2270,1718.8185714285714
C5262,2317.455
C6383,3522.2435294117645
C2412,3361.5592307692305
C2566,2095.3184615384616
C4924,1885.7607692307693
C3813,1007.4207692307693
C7907,1842.4755555555555
C1769,1895.642857142857
C1798,2761.23625
C6845,2625.110833333333
C3024,2481.4557142857147
C3778,2582.1635714285717
C7190,1286.8470000000002
C8718,2135.4945454545455
C3651,2706.2333333333336
C1337,2019.458888888889
C4125,2480.5660000000003
C4552,2979.9053846153847
C7263,1371.4650000000001
C6967,2631.9956249999996
C5104,3605.6711111111113
C9612,2514.5038461538466
C5903,2597.5449999999996
C3201,2212.557333333333
C3046,2487.546363636364
C5737,1679.0266666666666
C6931,2661.5232
C7424,3510.6466666666665
C4305,3335.5241666666675
C2368,2473.440714285714
C7001,2677.1714285714284
C8579,2331.0862500000003
C5353,2293.1008333333334
C4915,1821.033076923077
C5881,2389.77
C7916,3114.5638461538465
C4628,1810.305
C9516,3558.911428571428
C2473,4063.5
C9896,2859.453
C5301,2110.965
C4150,2421.248125
C9296,2462.457142857143
C5950,2238.0855555555554
C2062,1768.3491666666666
C6985,3216.231052631579
C4165,2146.904285714286
C5637,2622.3015384615383
C2120,2363.836923076923
C9442,3007.8010000000004
C3423,3391.00125
C4640,2605.445
C8873,1513.7292307692308
C4498,2178.861
C1114,2461.0484615384617
C8370,2621.780625
C6384,2913.815
C6974,2122.0717647058823
C5241,2641.4946153846154
C9051,2036.76875
C7234,3014.972222222222
C9569,2520.6142857142863
C1703,2096.054
C3033,2679.2360000000003
C7892,2543.6853846153845
C1955,1952.8066666666664
C3579,2748.311818181818
C1036,3288.5781818181817
C5874,2544.2107692307695
C7733,1678.8041666666666
C2792,2837.611666666666
C7083,2211.22625
C9256,2600.8575
C9791,1466.475
C5948,1627.3749999999998
C9687,3444.5811111111116
C4288,3038.3233333333333
C8568,3351.448666666666
C8132,3468.244
C9096,3020.574615384615
C3645,2468.1099999999997
C8774,2158.719
C7194,3868.578125
C6042,2042.658888888889
C5532,2177.3728571428574
C8679,2675.288235294118
C8780,2125.334444444444
C9776,2323.9853846153846
C3913,2994.5833333333335
C7771,3661.466
C7379,2129.5685714285714
C7370,2506.7033333333334
C8794,1289.2423076923076
C1321,1983.5416666666667
C4786,2678.376
C1918,2015.5376470588235
C6119,2840.167142857143
C1127,2123.0026315789473
C3463,2773.1357142857137
C1328,2791.046363636364
C7385,1649.3258823529413
C9892,2940.8495000000003
C3343,2704.28
C1343,2480.7340000000004
C5239,2446.178181818181
C1934,2223.6725
C2724,1945.142
C4036,2493.5444444444447
C4916,2549.292
C8208,2142.6957142857145
C2988,3276.8555555555554
C7104,1888.840909090909
C4473,2996.5823076923075
C4346,2120.112
C1542,2346.273
C3070,2178.938888888889
C2075,2962.06
C2203,2125.516153846154
C9444,2443.141875
C6360,1878.6712499999999
C1732,2856.165714285715
C3533,1986.821
C7524,2375.2488235294113
C4831,2408.191875
C9666,2774.0141666666664
C9075,2243.732
C7584,2000.5326666666667
C4117,2561.37
C6861,1650.4877777777776
C7420,2281.8816666666667
C7493,2976.4547368421054
C1608,2306.060909090909
C5340,2882.35625
C2249,2128.0737500000005
C9767,2110.718181818182
C3999,2207.369375
C7497,3106.6066666666666
C2857,1959.2192857142857
C8052,3240.0325
C7502,1869.8271428571427
C1937,2193.0121052631575
C1507,2705.1206666666667
C3459,3135.1156250000004
C9944,2604.4353846153845
C5163,2588.5241666666666
C3835,2523.984736842105
C9232,1608.0022222222224
C9503,2260.287692307692
C6034,1849.9471428571426
C7580,3084.818888888889
C9314,2767.0933333333337
C3896,2668.043333333334
C3007,3211.240769230769
C2926,2391.98625
C8556,2614.5658333333336
C7833,2829.019230769231
C2492,1737.853846153846
C3719,2017.7527272727275
C2009,2698.1916666666666
C2406,2377.1588235294116
C4103,2554.8540000000003
C1485,1323.0144444444445
C3960,2561.533076923077
C1570,2941.913076923077
C1359,2563.2673333333337
C4254,2953.2670000000003
C6154,2228.3300000000004
C1817,1951.1914285714286
C8055,2703.4184615384615
C1600,3116.5372727272725
C8073,3411.4020000000005
C6576,2748.5850000000005
C6438,1581.4820000000002
C7758,4061.1059999999998
C1526,3243.2200000000003
C1952,2903.5299999999997
C1209,3284.0191666666665
C6240,3018.6561538461538
C9478,2284.2786666666666
C9153,2205.5414285714287
C5888,2569.16619047619
C1020,2120.1635714285712
C2643,1115.9479999999999
C5760,2052.616363636364
C3363,2761.9271428571424
C9079,2398.389285714286
C1066,2334.605
C3061,2579.835
C6472,3597.8099999999995
C6554,2614.9877777777783
C8557,2291.3175
C2416,2952.4214285714284
C1322,2295.110909090909
C4292,3633.001875
C5147,3446.3900000000003
C3211,2966.56
C1558,1788.595714285714
C6314,3090.5518749999997
C7402,2169.4513333333334
C6278,2855.8193333333334
C6415,2687.4931578947367
C4667,2205.05
C4070,2833.4888235294115
C4597,1699.1516666666666
C5847,1447.6725
C8298,3245.373076923077
C4866,2233.63
C5808,2596.191904761905
C4414,2725.6349999999998
C7075,2691.5170000000003
C4520,2242.2935714285713
C2872,2432.3344444444447
C3349,3188.634
C1717,3043.8399999999997
C5138,2562.2166666666667
C3329,2898.2492857142856
C2932,1429.1044444444444
C9464,2584.1241666666665
C9852,1800.3625000000002
C6856,3767.0533333333333
C6269,2878.3230000000003
C6853,2137.93
C6471,2499.2599999999998
C1893,2349.1758823529412
C8343,2449.1035714285713
C3940,2515.2735294117647
C2607,2891.35
C5003,3629.297777777778
C5261,1728.6372727272726
C9301,2175.5584615384614
C8303,2935.4068749999997
C8374,2126.6253846153845
C9539,1919.5355555555552
C5223,1893.176363636364
C4324,2876.58
C8512,4514.7733333333335
C3126,3138.2725
C3327,1585.4807692307693
C2122,2445.6072727272726
C9712,1669.482
C4359,2557.6733333333336
C7659,2900.5416666666665
C9013,2668.653571428571
C6793,2945.268181818182
C7043,2356.4135714285717
C5527,2203.6525
C9627,2010.2841176470586
C1186,2828.860909090909
C6859,3008.1754545454546
C5101,1439.6553846153847
C4974,3487.9100000000003
C3071,2325.6375000000003
C8969,3461.350000000001
C6380,3173.2940000000003
C8962,1889.01625
C6687,2327.9
C3658,2848.1176470588234
C7251,2176.5331578947366
C2598,3916.3875
C2457,2342.0236363636363
C9693,1643.8516666666667
C5191,2324.742
C3357,3457.6264285714287
C4441,3027.897647058823
C9781,3271.6499999999996
C3245,2190.56625
C5791,2007.6666666666667
C5606,2595.025
C6593,2697.0711764705884
C7365,1733.8190909090908
C9888,2831.555714285714
C4268,2870.46
C8160,2149.1776923076923
C7116,1642.0041666666666
C9064,2343.32125
C9048,3008.118
C2440,2422.095
C6056,2374.9549999999995
C9680,2324.735714285714
C5141,2601.529
C8022,3369.2308333333335
C4875,3143.3290909090906
C9408,2535.88875
C3973,2171.796428571429
C4783,2867.3125
C5517,1982.9600000000003
C9778,2875.820909090909
C9979,2544.554166666667
C9622,2304.6538461538466
C4447,3659.7369999999996
C7611,2465.3775
C9959,3310.7233333333334
C5568,1515.0933333333332
C7863,3182.352727272727
C9788,2533.275
C4022,1955.3622222222225
C4136,2682.8
C4204,2974.753529411765
C1240,4017.911666666667
C3976,2766.7363636363634
C6929,2527.9675
C9591,4307.560909090909
C2966,3473.345
C5110,3299.822
C2161,2631.568333333333
C2340,2579.058333333334
C1030,3005.9007142857145
C7944,2694.940714285714
C7343,2669.669
C4793,2075.53
C5165,2163.812222222222
C7531,2837.193333333333
C8011,2143.0175
C2977,2474.099411764706
C5708,3197.261
C6027,3470.3630000000003
C5664,2615.2000000000003
C7172,1698.345
C1587,2018.4492307692308
C1662,1812.8727272727274
C9146,2818.145
C6672,3184.9306666666666
C6875,3017.5588888888888
C3952,3065.013076923077
C4774,2971.793529411765
C4575,2631.3172727272727
C6699,3422.5946153846153
C3948,2993.9762499999997
C2529,2886.0486666666666
C7553,2285.6508333333336
C5117,2112.1646666666666
C7844,2890.6177777777775
C4969,2463.202666666666
C2287,2264.755
C3594,2091.0311111111114
C8930,2774.6941666666667
C3487,2456.4206666666664
C4865,2710.4193333333333
C1462,3366.4630769230766
C9904,2231.405625
C1156,1970.7999999999997
C4898,2033.2930000000001
C6148,2537.8625
C2637,2257.471875
C8861,3047.76
C9017,2335.337692307692
C7352,2342.9420000000005
C8673,2323.935833333333
C1076,2795.5615384615385
C2549,2201.326666666667
C3975,2608.8283333333334
C9252,2060.953076923077
C2047,2411.8855555555556
C6430,2777.293
C7079,2359.085
C1873,2782.474
C9879,1977.2727777777775
C3042,2121.022
C3200,2432.8043749999997
C1118,2791.1395
C1688,2840.402222222222
C8038,2619.201538461538
C4129,2662.230769230769
C2376,2429.0826666666667
C8154,2507.2506249999997
C7537,3169.95875
C1332,2579.4049999999997
C6362,2641.68375
C5395,1867.8437500000002
C1759,2432.5599999999995
C4002,3161.6566666666663
C7745,2507.137647058824
C1859,2075.153076923077
C1668,2913.163571428571
C5450,3291.902857142857
C5121,2700.8577777777778
C3859,2196.01
C5968,3225.7029999999995
C9398,2234.7175
C4130,4102.626153846154
C2438,2462.173157894737
C4397,2236.133636363636
C4494,2190.2833333333338
C8588,3073.1936363636355
C6190,2380.775
C4878,1862.7135294117645
C9502,2837.174
C4489,2324.995
C9802,2298.462941176471
C4825,2484.0019999999995
C6516,2531.4244444444444
C6712,3167.882727272727
C4072,2990.7317647058826
C3530,2409.9400000000005
C9190,842.4316666666667
C9371,3275.1000000000004
C7921,2452.2131578947365
C3541,1588.6625
C7249,2015.36
C5651,2704.7507692307695
C8779,3361.192333333333
C2710,3419.7170588235294
C4513,2447.1
C7225,3328.9385714285713
C7210,2672.558235294118
C2875,2242.2200000000003
C3306,2985.1833333333334
C4849,3505.092307692308
C4727,1673.4869230769232
C3078,2511.6978571428576
C5306,2263.9885714285715
C4753,2533.1107142857145
C4409,1675.8608333333334
C5814,2943.728
C4694,1954.074705882353
C8240,2380.017142857143
C6345,3302.9457142857145
C7544,2616.309285714286
C5139,3029.2427272727273
C1854,3653.2036842105263
C2151,3848.324615384615
C5068,1943.8406666666667
C8043,3318.008888888889
C6838,2748.4525000000003
C1479,1720.4407692307695
C1549,2381.795
C7898,2917.5466666666666
C6220,1746.9613333333332
C8308,2730.8110526315786
C5767,2672.8385714285714
C5445,2856.44
C5747,2077.8822222222225
C5969,1594.6942857142858
C8041,2072.5836363636363
C7505,2304.1500000000005
C3758,1766.532777777778
C8798,2677.426
C2537,2947.2435714285716
C2012,2682.219
C3035,3587.762857142857
C8938,2070.498125
C8169,2751.5175000000004
C6679,2112.8664285714285
C3547,2079.5389999999998
C5341,2881.376923076923
C4376,3031.7858823529414
C3471,2634.8836363636365
C7338,2466.331875
C7200,2873.315
C4482,3490.9364285714287
C1552,1780.6322222222223
C6839,2456.7254545454543
C6462,3565.9528571428573
C8715,2095.16
C3903,2754.3046153846153
C7499,2595.6644444444446
C2396,3073.727857142857
C8016,2190.4975
C4118,3137.166666666666
C6411,2302.5884615384616
C1559,2549.295
C1609,3222.4056249999994
C5266,2188.6240000000003
C9437,3235.5753333333328
C4222,3136.295
C9684,2309.087857142857
C3939,1765.2824999999998
C6407,1624.6950000000002
C5081,2525.7650000000003
C1115,1702.5212500000002
C4432,1911.8172222222222
C9409,3364.6686666666665
C5382,2587.21052631579
C4720,1484.6319999999998
C4541,2407.8589473684206
C1409,2637.9126666666666
C2276,3081.884545454545
C2839,2755.0350000000008
C4660,4394.388
C8184,2947.86
C9465,2872.906363636364
C8756,2105.217777777778
C8279,1963.7576923076922
C5508,3094.0588888888888
C3266,2528.344
C3161,1492.8244444444445
C1404,1769.8122222222223
C6110,3050.628888888889
C6922,2537.382777777778
C8045,3748.75
C8822,3027.9375
C3483,1989.9723076923076
C5388,2281.4049999999997
C7354,2049.168181818182
C4210,3093.2154545454546
C1908,1463.1000000000001
C1110,2588.097222222222
C2884,3347.254
C9965,2503.373333333333
C3256,3028.72375
C8355,3573.9533333333334
C8408,1376.068
C4868,2294.48
C2146,1999.4127272727271
C4419,1564.149
C5693,2632.6225
C3272,2225.97
C9429,2149.425714285714
C5287,2943.828
C8547,3208.92875
C8306,2301.6629411764707
C2741,1807.5439999999996
C4888,3009.7014285714286
C6916,1724.0026666666668
C4421,2248.0261538461536
C3945,2261.964285714286
C9871,2630.5645
C7459,2720.567
C8093,2808.993846153846
C9596,1617.6553333333334
C9922,2310.251818181818
C9211,3348.717857142857
C6342,2396.5906250000003
C8997,3187.341176470588
C4773,2724.273076923077
C9824,2787.2612499999996
C7279,2401.6659999999997
C6305,2019.255
C6491,2318.566923076923
C3741,1831.0230000000004
C2339,2105.7480000000005
C5555,1731.171818181818
C2649,2686.0715384615387
C1239,1002.4075
C2829,1868.4339999999997
C7721,2625.0254545454545
C6451,3063.815555555556
C5810,795.4733333333332
C5181,2007.8475
C9387,1894.655
C4503,2721.504615384615
C8411,2627.3576923076926
C7432,2098.4718181818184
C1585,2666.378571428572
C6830,2338.645
C2263,2885.397
C7789,2655.7472727272725
C8533,1525.7884615384614
C6227,2000.3445454545451
C7115,2334.204117647059
C5150,2999.048
C8717,2839.0866666666666
C6642,2134.9424999999997
C9206,2858.265
C1706,1559.0344444444445
C8850,3428.538333333334
C5177,2823.200833333333
C9334,2942.295789473684
C7393,2534.988888888889
C3707,2283.754285714286
C9123,2598.794545454545
C1690,2325.6493333333337
C4369,2984.1240000000003
C1375,2997.8456249999995
C4424,2498.6
C3131,2663.422857142857
C6952,1877.8492857142858
C5270,2336.059285714286
C4614,2432.523181818182
C8840,2190.0792857142856
C1543,2680.595882352941
C1974,2915.355
C1879,2915.0047058823525
C7718,1659.9244444444444
C9369,2036.1216666666667
C3085,1544.69875
C5990,2937.2384210526316
C2313,2391.076
C4431,1793.82
C4453,2159.7875
C1675,2132.5366666666664
C2072,2556.1014285714286
C3576,2278.6711111111113
C1574,2947.8155555555554
C9750,2712.7726666666667
C4941,3740.264285714286
C3925,2928.7233333333334
C1601,1693.8990909090908
C3101,2760.6733333333336
C3027,2696.201
C9506,2362.2433333333333
C6981,2390.109
C5052,2844.661
C8767,1915.7720000000002
C9497,2576.795384615385
C7147,3690.3900000000003
C3173,4067.0
C6895,3794.3218181818183
C5595,1812.88
C8580,1585.8315384615382
C9095,2355.968125
C9316,1769.057619047619
C7934,1809.2633333333335
C6546,2814.8064285714286
C5462,2223.995
C5493,2878.019230769231
C7967,2092.6936363636364
C3387,1801.8439999999998
C7256,3087.382727272727
C8833,2599.3208333333337
C9864,1909.717142857143
C6572,2917.0191666666665
C9098,3129.6808333333333
C2097,1792.1788888888889
C6809,3909.8833333333337
C1231,3260.2916666666665
C4265,2745.5135714285716
C3134,2293.63
C2134,2678.537857142857
C6508,1933.3905263157894
C2348,2657.435
C7011,2667.615714285714
C4908,3125.824705882353
C5886,3086.6153846153848
C1131,2286.6071428571427
C1951,2144.911111111111
C4728,1909.1923529411763
C4604,3342.8875
C9908,2590.937222222222
C6490,2964.3481818181817
C5787,1977.3272727272729
C3388,2240.6949999999997
C3717,3604.8981818181824
C8498,2793.975714285714
C1837,3617.4157142857143
C5312,1749.345
C5877,3643.915
C8937,3025.1746666666663
C7136,2382.0125
C4766,2339.1462500000002
C7175,2782.197
C5817,3682.8255555555556
C1534,2609.747272727273
C4950,2106.482
C5756,3147.5377777777776
C2316,2518.5377777777776
C2452,1394.7753846153848
C7601,2035.85125
C9370,2751.9176470588236
C9479,1807.9676923076925
C8281,2386.018
C1870,2590.972
C5113,2753.6427272727274
C9553,1961.0009090909089
C8116,3238.881818181818
C8518,2844.452222222222
C9804,2014.0429411764703
C1284,1816.8733333333332
C6266,1908.365
C8655,2716.7327272727275
C4665,2075.469285714286
C2617,3021.0285714285715
C7563,2710.891176470588
C9235,2850.7207142857146
C4951,2749.448666666666
C7712,2526.46
C7254,2577.7357142857145
C2474,2774.0431249999997
C2361,2249.038666666667
C9974,2868.8542857142857
C5376,1988.985
C7000,1696.8461538461538
C8296,1996.1072727272724
C2255,2122.1118181818183
C8603,2870.2254545454543
C8094,2359.9569230769234
C6106,3194.7533333333336
C2775,2069.2585714285715
C8407,2812.885333333333
C4003,1494.3229999999999
C4844,2646.1544444444444
C1811,2625.804166666667
C5906,2462.9166666666665
C3926,2652.4091666666664
C4284,2616.7064285714287
C4481,2444.2443749999998
C7410,2852.6991666666668
C9037,2305.0693750000005
C9474,1835.3500000000001
C2989,2555.07375
C8357,2993.1123529411766
C5845,2167.85347826087
C3936,1831.5808333333334
C1062,2788.855
C7093,2344.9675
C8250,2567.91
C7270,1973.547
C2904,1684.8975
C1154,2527.975
C6530,1894.1025
C2952,3243.838888888889
C3909,1755.6970000000001
C3402,2981.4449999999997
C6377,2740.7100000000005
C4311,2290.3933333333334
C4347,2870.228
C7731,3539.2944444444447
C4743,2606.6
C8096,2583.142631578947
C4025,2936.066666666667
C2166,2212.137142857143
C1314,1765.9474999999998
C4497,1340.394
C9533,2667.38875
C6319,3542.16
C9181,2788.504545454545
C8517,2302.8733333333334
C5234,2492.298
C1625,1924.688
C2842,2228.5691666666667
C7073,2981.347272727273
C5776,2926.918181818182
C1150,2320.9790000000003
C8342,2184.8688888888887
C5092,2091.9533333333334
C9857,3537.562142857143
C7428,2500.989375
C8834,2643.4445454545453
C1267,1860.0377777777778
C7323,2058.263333333334
C4578,2887.8322727272725
C7007,2917.6352941176474
C7488,1805.6163157894741
C2236,1659.721111111111
C2699,2790.9330769230774
C6818,2749.7418749999997
C3243,2232.267857142857
C2355,2809.0574999999994
C6273,2605.385333333333
C8616,1664.234666666667
C8068,2522.454615384616
C4869,2533.6785714285716
C8217,2065.007857142857
C2148,2473.8413333333333
C3369,1878.0961538461538
C7682,2723.866923076923
C2370,2138.0507692307688
C9518,1941.141111111111
C2007,1796.7399999999998
C5097,2636.402142857143
C6017,2319.3518181818176
C2469,2967.5888888888885
C9061,2378.971538461539
C5486,3112.8135714285713
C3079,1589.123
C4704,2218.87
C6889,3007.8925
C9552,3004.978823529412
C7222,2485.114666666667
C5151,2538.242222222222
C6630,1937.4950000000001
C6118,3461.2881818181822
C1699,2507.2725
C3118,3440.3158333333336
C6459,1872.175
C3957,2280.1815384615384
C3916,3208.9652941176464
C2714,2297.4463636363635
C9164,2531.56
C8104,1646.4475
C9584,2450.424375
C1767,1635.79
C3625,2034.1753846153845
C1536,2755.0300000000007
C4996,2214.9
C2129,2494.0383333333334
C7768,3874.65125
C8609,2381.5991666666664
C3090,2124.7799999999997
C5885,2447.8247058823526
C4247,2137.3075
C6677,2670.3014285714285
C8143,2578.773333333333
C8565,2271.0623076923075
C1001,2073.040625
C6271,1715.7358333333332
C1079,2612.695
C4044,2169.2329999999997
C6636,2078.546363636364
C2025,3980.432142857143
C7140,3220.2666666666664
C9449,3065.114117647059
C5782,3671.067142857143
C2940,3840.5781818181817
C5039,2991.6585714285716
C8889,2132.760625
C3263,2620.9727272727278
C8575,2641.4066666666663
C7084,2859.428
C6400,2002.4492857142855
C4691,2235.4925
C6620,2260.656
C6183,2550.575714285714
C4798,2974.4763636363637
C1144,1525.3866666666665
C1349,1826.5968749999997
C7867,2465.638
C3729,1616.0042857142855
C8032,2444.3940000000002
C9386,2046.0021428571429
C3192,2711.558571428571
C1707,2422.3084615384614
C4220,2094.0621052631577
C9434,1864.884
C4230,2132.5355555555557
C5479,2363.559230769231
C6347,2304.4969230769234
C5702,1879.4181818181817
C6180,2548.2793750000005
C5125,1985.6929411764704
C6078,2413.5714285714284
C8259,2784.157
C9905,2946.9992857142856
C3009,2025.308125
C4669,2083.8325
C7342,2731.7253333333338
C6813,1875.6992307692308
C1743,2600.650588235294
C5668,2705.1342857142854
C9685,3208.1155555555556
C8887,1735.1256250000001
C9758,2342.4930769230773
C4775,1611.854
C3411,2536.953636363636
C4615,2698.5308333333332
C7646,2339.8778947368423
C8454,2163.8923076923074
C7815,2563.7745
C6722,2303.7546153846156
C5225,2205.7573333333335
C2734,2569.0394444444446
C8821,2644.953
C3782,2512.1555555555556
C9821,3323.8775
C7725,1550.2822222222223
C2117,2936.3766666666666
C5152,3432.258888888889
C1661,2183.1976923076927
C6309,2026.157777777778
C8190,3243.3266666666664
C8852,3185.0560000000005
C8634,2148.097142857143
C9545,2194.7059999999997
C7762,2589.4166666666665
C9205,1962.87
C3784,1497.2633333333333
C4257,2317.366363636364
C8941,2400.669411764706
C2381,2820.36125
C1473,1962.830714285714
C4919,2362.934285714285
C3864,2292.8826666666664
C6850,2748.8325000000004
C7773,1821.5633333333333
C5660,2111.7293333333337
C1932,3771.570909090909
C6732,1963.845
C8949,2260.6309090909094
C1055,1938.2525
C4405,2409.6464285714287
C4082,1975.1053333333332
C4267,2197.3013333333333
C3482,1923.846
C6971,2633.9576470588236
C2065,2543.117142857143
C5314,2480.829
C1119,3067.8971428571426
C6777,3245.654615384616
C5868,2065.466
C8965,2031.9628571428573
C6405,2093.266428571428
C4164,2116.8766666666666
C2230,3253.2446666666665
C9514,2895.742777777778
C3550,2256.859230769231
